Barrie, (47045) Hourly, Fine particulate matter (PM2.5) Concentrations
Station,Barrie (47045)
Address,83 Perry St.
Latitude,44.382338
Longitude,-79.702446
Elevation, 226 metres
Air intake height,5 metres
Pollutant,Fine Particulate Matter (fine particulate matter PM2.5)
Unit, micrograms per cubic metre (&micro;g/m<sup>3</sup>)
Remarks, 9999 for invalid or missing data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
47045,Fine Particulate Matter,2021-01-04,9,11,8,9,8,7,7,6,7,6,4,3,8,9,11,6,9,9999,15,9999,22,17,18,18,
47045,Fine Particulate Matter,2021-01-05,19,19,19,18,14,16,17,17,16,11,8,7,7,7,7,7,9,11,10,14,12,12,8,7,
47045,Fine Particulate Matter,2021-01-06,7,7,6,4,3,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,
47045,Fine Particulate Matter,2021-01-07,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,6,7,6,6,6,6,6,5,
47045,Fine Particulate Matter,2021-01-08,5,4,4,4,3,3,3,2,3,3,3,3,3,4,4,4,6,5,5,5,5,5,5,5,
47045,Fine Particulate Matter,2021-01-09,5,5,4,4,3,2,3,4,4,3,2,2,2,2,2,2,2,2,2,4,4,4,3,3,
47045,Fine Particulate Matter,2021-01-10,4,4,4,4,4,3,3,4,5,5,5,4,3,3,3,4,4,5,10,7,5,4,4,5,
47045,Fine Particulate Matter,2021-01-11,6,6,6,7,6,6,6,7,10,24,33,26,33,9999,40,38,29,26,30,23,21,20,19,16,
47045,Fine Particulate Matter,2021-01-12,15,14,13,12,11,11,11,13,15,19,21,24,20,13,11,10,23,14,12,11,15,18,23,24,
47045,Fine Particulate Matter,2021-01-13,20,21,21,22,20,19,20,16,15,19,23,24,26,25,25,22,33,25,25,26,31,29,29,29,
47045,Fine Particulate Matter,2021-01-14,30,31,32,31,31,31,32,31,30,27,24,27,26,27,25,22,25,29,29,27,20,21,17,21,
47045,Fine Particulate Matter,2021-01-15,30,31,28,23,17,16,16,17,18,18,18,19,17,16,19,24,27,18,20,33,19,20,23,14,
47045,Fine Particulate Matter,2021-01-16,13,13,15,12,11,11,12,13,12,11,10,9,9,10,9,9,8,8,7,5,6,7,8,10,
47045,Fine Particulate Matter,2021-01-17,8,6,2,2,1,1,1,1,2,2,2,2,3,3,2,2,3,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2021-01-18,4,4,4,4,3,3,3,3,3,5,14,5,3,3,4,2,3,4,6,4,5,9,8,6,
47045,Fine Particulate Matter,2021-01-19,6,5,8,6,7,6,6,5,7,6,4,4,3,6,3,3,3,4,4,4,6,4,4,3,
47045,Fine Particulate Matter,2021-01-20,3,3,3,2,2,3,3,4,2,2,2,1,2,2,3,9999,9999,9999,9999,9999,9999,9999,9,8,
47045,Fine Particulate Matter,2021-01-21,9,13,12,14,12,12,11,11,10,10,10,10,11,14,7,4,3,4,4,5,5,3,3,3,
47045,Fine Particulate Matter,2021-01-22,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3,3,3,3,5,6,9,3,3,3,
47045,Fine Particulate Matter,2021-01-23,6,3,3,2,2,2,1,1,1,1,2,2,2,2,4,4,3,3,4,5,4,3,4,5,
47045,Fine Particulate Matter,2021-01-24,4,3,4,4,6,3,7,5,5,3,4,3,4,4,9999,9999,9999,9999,9999,8,12,9999,9999,12,
47045,Fine Particulate Matter,2021-01-25,13,15,15,16,14,10,10,9,10,12,13,14,13,12,8,6,5,5,5,5,5,6,8,7,
47045,Fine Particulate Matter,2021-01-26,4,4,4,8,5,5,8,6,6,5,5,5,7,4,7,5,6,6,6,6,5,4,4,3,
47045,Fine Particulate Matter,2021-01-27,4,4,4,4,4,5,5,5,5,5,4,3,3,3,3,3,3,4,4,5,4,3,3,7,
47045,Fine Particulate Matter,2021-01-28,3,3,2,2,1,1,2,2,2,3,3,3,2,3,3,4,2,2,2,2,2,1,2,2,
47045,Fine Particulate Matter,2021-01-29,1,2,2,2,2,4,2,2,2,3,2,3,2,2,5,3,3,3,4,3,2,3,2,3,
47045,Fine Particulate Matter,2021-01-30,4,4,5,6,4,3,5,33,11,6,4,3,3,3,3,3,3,5,6,7,10,20,19,52,
47045,Fine Particulate Matter,2021-01-31,15,13,10,10,10,8,6,6,4,4,3,3,3,3,3,3,3,3,3,3,3,2,2,2,
47045,Fine Particulate Matter,2021-02-01,3,3,3,2,2,3,3,3,3,2,2,3,3,3,4,4,5,6,7,6,9,9,6,6,
47045,Fine Particulate Matter,2021-02-02,11,10,6,4,3,3,4,5,10,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,
47045,Fine Particulate Matter,2021-02-03,3,3,3,3,3,2,2,2,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,2,
47045,Fine Particulate Matter,2021-02-04,3,3,3,3,3,3,3,5,8,9,4,5,4,4,4,9999,9999,5,14,26,25,11,7,5,
47045,Fine Particulate Matter,2021-02-05,5,5,4,3,3,3,4,5,7,9,11,12,11,9,9,8,25,20,10,10,10,10,21,20,
47045,Fine Particulate Matter,2021-02-06,11,10,10,9,5,6,5,5,6,6,5,5,5,4,4,4,6,7,9999,9999,9999,9999,9999,11,
47045,Fine Particulate Matter,2021-02-07,6,6,6,7,8,7,7,7,7,7,4,3,2,2,2,2,2,2,3,3,3,3,3,3,
47045,Fine Particulate Matter,2021-02-08,3,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,7,7,7,8,7,7,
47045,Fine Particulate Matter,2021-02-09,7,8,8,9,9,9,11,12,14,12,10,10,7,7,7,7,13,18,10,5,5,5,6,7,
47045,Fine Particulate Matter,2021-02-10,6,7,7,6,7,7,7,6,6,5,7,6,6,12,8,7,9,9,11,12,12,12,10,10,
47045,Fine Particulate Matter,2021-02-11,9,9,10,9,9,7,5,7,9,7,5,5,4,4,4,6,6,7,6,7,6,5,5,5,
47045,Fine Particulate Matter,2021-02-12,5,6,5,5,4,5,4,4,3,3,3,3,4,4,12,8,17,7,7,6,6,7,8,8,
47045,Fine Particulate Matter,2021-02-13,8,9,6,5,4,3,3,3,4,5,5,5,5,5,5,6,5,5,4,4,4,4,4,4,
47045,Fine Particulate Matter,2021-02-14,4,4,5,4,5,4,4,4,5,4,3,3,3,5,3,4,6,7,10,13,8,8,7,7,
47045,Fine Particulate Matter,2021-02-15,8,7,6,6,4,3,3,3,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,
47045,Fine Particulate Matter,2021-02-16,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,3,3,
47045,Fine Particulate Matter,2021-02-17,4,5,4,5,5,5,5,5,7,6,5,4,3,3,3,3,3,4,5,6,5,5,5,6,
47045,Fine Particulate Matter,2021-02-18,7,8,9,8,9,8,11,9,7,8,6,5,5,4,3,3,3,4,4,4,7,6,7,7,
47045,Fine Particulate Matter,2021-02-19,13,8,7,6,5,5,4,4,4,5,4,4,4,4,4,4,5,6,10,17,9,7,9,8,
47045,Fine Particulate Matter,2021-02-20,9,8,8,8,6,6,6,6,7,5,4,5,5,5,4,4,4,6,9,16,16,11,9,7,
47045,Fine Particulate Matter,2021-02-21,6,5,5,5,6,7,8,9,15,17,19,20,18,17,16,17,18,9999,9999,9999,9999,9999,9999,28,
47045,Fine Particulate Matter,2021-02-22,24,21,17,13,11,12,10,8,6,6,7,9,8,7,5,4,5,10,13,13,13,13,12,15,
47045,Fine Particulate Matter,2021-02-23,21,33,31,26,23,21,20,21,19,17,13,7,7,12,11,7,4,3,3,3,3,4,8,3,
47045,Fine Particulate Matter,2021-02-24,3,4,4,4,4,5,5,5,7,10,26,23,18,14,12,11,12,18,19,4,3,3,3,3,
47045,Fine Particulate Matter,2021-02-25,3,4,3,3,3,3,3,3,3,3,3,4,9999,9999,1,1,2,5,6,7,3,2,3,3,
47045,Fine Particulate Matter,2021-02-26,3,2,1,2,3,3,4,12,8,6,6,7,6,7,8,8,6,6,5,7,7,7,6,5,
47045,Fine Particulate Matter,2021-02-27,4,5,6,5,5,6,7,11,12,9,7,4,7,11,8,6,9,12,22,21,28,36,29,23,
47045,Fine Particulate Matter,2021-02-28,24,24,24,23,26,25,29,34,28,25,22,14,9,16,13,9,9,8,10,10,9,8,7,12,
47045,Fine Particulate Matter,2021-03-01,9,6,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,
47045,Fine Particulate Matter,2021-03-02,1,1,1,1,1,1,1,2,2,2,2,4,3,4,4,4,9,10,8,7,6,6,6,6,
47045,Fine Particulate Matter,2021-03-03,5,6,7,9,10,11,13,14,13,14,16,15,14,13,10,9,7,6,6,5,5,5,4,3,
47045,Fine Particulate Matter,2021-03-04,3,3,3,3,3,3,2,3,3,3,3,2,3,3,2,3,2,2,2,1,1,1,2,1,
47045,Fine Particulate Matter,2021-03-05,1,1,1,2,1,1,2,2,3,3,3,3,3,2,3,3,3,3,3,2,2,2,2,2,
47045,Fine Particulate Matter,2021-03-06,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,4,2,3,4,4,5,6,5,5,
47045,Fine Particulate Matter,2021-03-07,11,8,5,3,4,7,5,6,6,4,3,3,4,3,3,3,4,4,18,7,7,8,6,7,
47045,Fine Particulate Matter,2021-03-08,8,8,6,6,2,3,6,4,6,8,9,10,11,11,12,13,15,17,20,24,24,20,19,18,
47045,Fine Particulate Matter,2021-03-09,16,15,13,12,12,11,10,9,8,7,5,3,3,4,3,4,6,6,11,15,13,15,25,17,
47045,Fine Particulate Matter,2021-03-10,15,14,12,12,10,9,9,10,11,11,11,14,16,14,15,16,18,21,23,22,21,22,20,19,
47045,Fine Particulate Matter,2021-03-11,19,17,14,10,8,7,7,7,8,8,9,11,10,10,11,12,8,5,2,2,2,2,2,2,
47045,Fine Particulate Matter,2021-03-12,1,1,1,2,2,2,2,2,2,2,2,3,4,5,4,3,3,5,5,3,2,2,2,2,
47045,Fine Particulate Matter,2021-03-13,2,3,3,2,2,2,2,2,3,3,3,3,3,3,3,3,11,4,5,6,5,6,7,8,
47045,Fine Particulate Matter,2021-03-14,7,6,-999,-999,5,5,4,3,3,3,3,2,2,2,3,3,4,4,4,4,4,3,4,3,
47045,Fine Particulate Matter,2021-03-15,3,4,4,3,4,4,4,4,4,4,4,4,11,9,7,4,3,3,7,7,5,6,6,5,
47045,Fine Particulate Matter,2021-03-16,5,5,5,5,5,4,4,4,5,6,5,6,6,6,5,6,6,6,9999,9999,9999,9999,9999,4,
47045,Fine Particulate Matter,2021-03-17,4,5,4,4,4,5,5,5,6,6,7,7,8,9,11,12,12,17,14,11,13,12,11,12,
47045,Fine Particulate Matter,2021-03-18,10,7,6,6,6,7,6,6,4,4,3,3,3,2,2,2,2,1,2,2,2,2,2,2,
47045,Fine Particulate Matter,2021-03-19,3,4,4,4,4,4,4,4,3,2,3,3,3,2,2,3,5,5,5,9,16,15,12,10,
47045,Fine Particulate Matter,2021-03-20,7,7,9999,9999,9999,9999,5,5,3,3,3,2,3,3,2,3,3,4,8,16,28,32,43,61,
47045,Fine Particulate Matter,2021-03-21,35,44,27,31,22,19,20,24,13,12,11,5,4,4,5,5,6,10,7,7,6,8,7,8,
47045,Fine Particulate Matter,2021-03-22,15,29,13,9,7,7,8,8,10,9,8,9,9,10,10,10,10,9,8,9,10,11,12,12,
47045,Fine Particulate Matter,2021-03-23,13,13,19,22,10,10,11,10,14,13,12,9,7,7,8,8,8,7,9,9,11,9,9999,9999,
47045,Fine Particulate Matter,2021-03-24,10,8,7,8,8,8,9,10,7,5,6,8,10,11,10,9,7,6,6,7,7,6,6,7,
47045,Fine Particulate Matter,2021-03-25,10,12,11,10,9,6,6,6,6,8,6,7,6,6,6,7,4,4,4,4,4,3,4,4,
47045,Fine Particulate Matter,2021-03-26,4,4,3,3,3,2,1,2,2,2,3,2,2,2,3,3,4,4,5,5,6,4,3,3,
47045,Fine Particulate Matter,2021-03-27,3,3,3,3,3,3,3,4,2,3,3,4,4,5,8,12,16,15,14,13,10,8,7,6,
47045,Fine Particulate Matter,2021-03-28,6,5,5,5,5,5,5,6,5,4,6,5,4,1,3,2,2,3,3,3,2,2,2,2,
47045,Fine Particulate Matter,2021-03-29,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,7,7,8,9,9,9,
47045,Fine Particulate Matter,2021-03-30,11,12,11,10,10,10,10,9,8,7,6,5,6,6,8,11,10,9,10,11,9,8,7,7,
47045,Fine Particulate Matter,2021-03-31,8,13,8,9,9,8,6,5,6,6,7,7,5,5,4,4,5,6,5,4,3,4,4,3,
47045,Fine Particulate Matter,2021-04-01,4,4,4,3,4,4,4,4,4,5,5,5,5,4,4,3,4,4,4,4,4,4,3,3,
47045,Fine Particulate Matter,2021-04-02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,8,8,6,7,7,
47045,Fine Particulate Matter,2021-04-03,7,6,5,5,6,7,7,5,6,7,7,7,6,7,8,8,10,13,12,13,14,17,20,25,
47045,Fine Particulate Matter,2021-04-04,31,30,23,21,20,18,17,20,13,10,10,10,9,8,9,9,8,8,10,11,11,9,9,10,
47045,Fine Particulate Matter,2021-04-05,13,14,13,14,14,14,11,9,9,9,7,8,9,8,8,8,7,7,8,15,23,15,20,17,
47045,Fine Particulate Matter,2021-04-06,18,14,12,11,13,11,13,7,5,5,5,5,6,7,7,7,7,6,6,8,9,7,7,7,
47045,Fine Particulate Matter,2021-04-07,6,6,6,6,6,6,6,4,4,3,3,3,3,3,4,5,5,5,4,4,6,5,5,4,
47045,Fine Particulate Matter,2021-04-08,5,5,5,4,4,5,4,4,4,5,9999,9999,6,9999,5,8,5,6,7,8,8,7,5,5,
47045,Fine Particulate Matter,2021-04-09,6,7,7,8,9,9,8,6,6,7,7,8,9,8,8,8,8,8,7,6,7,7,6,7,
47045,Fine Particulate Matter,2021-04-10,9,18,10,16,15,10,11,11,10,10,10,10,11,10,10,8,9,10,11,13,13,16,14,10,
47045,Fine Particulate Matter,2021-04-11,9,9,8,7,8,8,8,8,10,9999,9999,9999,7,3,9999,3,3,9999,9999,3,3,3,4,3,
47045,Fine Particulate Matter,2021-04-12,4,5,5,6,9,4,3,3,2,3,4,2,2,2,2,3,3,2,3,4,3,9999,9999,9999,
47045,Fine Particulate Matter,2021-04-13,3,4,4,3,6,7,6,7,11,10,9,7,7,8,10,9,9,6,7,7,13,7,10,6,
47045,Fine Particulate Matter,2021-04-14,6,7,6,9,11,9,20,15,13,15,15,12,10,10,3,3,2,2,2,3,3,4,6,4,
47045,Fine Particulate Matter,2021-04-15,3,6,4,4,3,3,2,1,2,2,2,1,1,1,1,1,2,3,6,6,7,4,3,3,
47045,Fine Particulate Matter,2021-04-16,2,2,3,2,2,2,2,3,4,5,4,4,4,4,3,2,3,4,4,3,6,6,3,3,
47045,Fine Particulate Matter,2021-04-17,3,3,3,3,3,3,3,2,4,4,4,4,4,2,2,2,3,3,4,6,8,5,6,4,
47045,Fine Particulate Matter,2021-04-18,5,4,5,5,5,5,4,4,3,3,3,9,5,5,6,6,6,7,12,10,6,9,5,5,
47045,Fine Particulate Matter,2021-04-19,7,9,6,6,8,7,6,5,6,10,8,5,8,10,11,12,11,14,20,5,3,3,8,4,
47045,Fine Particulate Matter,2021-04-20,5,4,2,2,2,2,2,2,1,2,1,1,1,2,2,2,3,3,4,4,5,4,4,3,
47045,Fine Particulate Matter,2021-04-21,3,2,3,3,3,3,3,2,2,3,3,-999,-999,3,3,3,4,5,5,5,5,4,4,5,
47045,Fine Particulate Matter,2021-04-22,4,3,3,3,3,10,3,2,2,3,3,3,3,3,2,2,3,3,4,5,5,6,6,5,
47045,Fine Particulate Matter,2021-04-23,4,4,6,6,7,7,7,5,5,5,8,11,13,12,15,8,6,7,9,9999,15,16,15,13,
47045,Fine Particulate Matter,2021-04-24,13,11,10,9,9,10,11,10,10,9,8,8,8,8,8,8,9,10,10,11,24,15,12,18,
47045,Fine Particulate Matter,2021-04-25,13,14,15,16,15,15,9,6,2,2,2,1,1,1,1,2,2,2,2,3,3,2,2,2,
47045,Fine Particulate Matter,2021-04-26,3,2,2,2,2,2,2,2,2,2,2,2,9999,4,3,4,5,6,6,7,5,9999,5,10,
47045,Fine Particulate Matter,2021-04-27,8,7,3,3,5,6,6,4,4,3,3,3,3,3,4,4,5,6,6,7,7,7,9,7,
47045,Fine Particulate Matter,2021-04-28,6,6,6,6,6,5,4,5,6,7,5,5,5,7,11,10,13,15,7,3,3,3,3,3,
47045,Fine Particulate Matter,2021-04-29,5,5,5,6,5,4,3,3,3,4,4,7,8,9,12,12,7,8,7,6,6,5,3,3,
47045,Fine Particulate Matter,2021-04-30,3,3,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,
47045,Fine Particulate Matter,2021-05-01,3,3,3,3,3,3,3,2,2,2,2,3,3,4,5,6,10,9,9,8,8,8,8,7,
47045,Fine Particulate Matter,2021-05-02,10,11,11,11,10,9,6,5,5,6,7,4,6,7,8,9,11,14,10,8,7,7,7,4,
47045,Fine Particulate Matter,2021-05-03,4,4,5,5,4,4,4,3,3,4,4,4,5,4,4,3,4,5,5,5,5,5,4,4,
47045,Fine Particulate Matter,2021-05-04,4,4,4,3,3,3,3,3,3,3,3,4,4,3,4,5,7,11,12,11,2,3,2,2,
47045,Fine Particulate Matter,2021-05-05,3,4,5,5,4,3,3,2,3,3,3,3,4,3,2,2,2,2,3,3,3,2,2,2,
47045,Fine Particulate Matter,2021-05-06,2,2,2,2,3,4,3,3,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,2,
47045,Fine Particulate Matter,2021-05-07,6,5,5,4,6,7,5,3,5,6,5,4,4,3,9999,9999,3,3,2,3,12,5,4,4,
47045,Fine Particulate Matter,2021-05-08,3,12,4,3,3,3,2,2,3,6,5,3,3,4,4,3,3,4,4,5,5,4,5,4,
47045,Fine Particulate Matter,2021-05-09,5,6,6,6,4,5,3,2,2,2,2,2,2,3,3,3,4,4,5,6,5,4,4,3,
47045,Fine Particulate Matter,2021-05-10,4,4,5,6,6,6,5,4,5,5,5,5,4,3,3,3,3,3,3,3,3,3,2,3,
47045,Fine Particulate Matter,2021-05-11,3,4,4,3,3,3,4,2,6,4,3,3,3,3,3,3,5,4,4,5,5,4,4,3,
47045,Fine Particulate Matter,2021-05-12,4,4,4,3,3,3,2,2,2,2,2,2,2,3,3,3,4,4,4,5,5,6,5,4,
47045,Fine Particulate Matter,2021-05-13,4,4,5,4,4,6,5,3,3,4,4,5,5,4,4,4,6,6,6,6,6,6,6,6,
47045,Fine Particulate Matter,2021-05-14,6,6,7,7,8,8,5,2,2,1,2,3,3,3,3,3,3,4,4,5,9,10,13,16,
47045,Fine Particulate Matter,2021-05-15,12,10,11,11,9,8,6,5,6,5,5,5,6,6,6,5,6,7,8,8,19,24,32,31,
47045,Fine Particulate Matter,2021-05-16,34,35,28,28,22,18,20,21,17,14,10,8,7,7,7,8,8,8,8,9,13,14,10,11,
47045,Fine Particulate Matter,2021-05-17,13,14,14,15,17,16,13,12,9,7,7,8,8,8,10,8,7,8,8,11,15,16,18,13,
47045,Fine Particulate Matter,2021-05-18,13,15,12,12,14,19,13,9,9,8,8,8,8,8,6,5,6,7,8,11,12,12,15,13,
47045,Fine Particulate Matter,2021-05-19,13,13,12,13,15,17,15,14,12,10,9,9,9,10,10,11,14,15,14,14,13,12,13,13,
47045,Fine Particulate Matter,2021-05-20,15,14,15,16,13,12,11,13,9,13,11,10,12,12,13,14,14,13,14,17,16,18,20,19,
47045,Fine Particulate Matter,2021-05-21,20,19,15,16,16,16,15,14,11,11,11,10,11,11,11,11,8,8,10,8,10,14,14,13,
47045,Fine Particulate Matter,2021-05-22,12,13,13,14,13,14,13,9,9,8,8,7,5,4,5,6,9,10,12,13,15,23,20,15,
47045,Fine Particulate Matter,2021-05-23,12,9,8,9,9,6,3,6,7,4,2,1,1,1,2,1,2,3,3,3,9999,9999,9999,3,
47045,Fine Particulate Matter,2021-05-24,3,4,4,5,4,3,3,3,3,4,4,4,4,4,4,4,6,7,7,9,9999,9999,7,5,
47045,Fine Particulate Matter,2021-05-25,5,5,6,6,6,7,6,4,4,7,12,16,18,26,20,14,11,11,11,12,12,13,11,11,
47045,Fine Particulate Matter,2021-05-26,12,12,10,10,10,9,9,9,8,5,6,5,5,4,5,6,6,7,5,4,12,12,18,4,
47045,Fine Particulate Matter,2021-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,3,3,2,
47045,Fine Particulate Matter,2021-05-28,2,2,2,2,2,2,2,2,3,3,3,2,2,1,1,1,2,2,2,2,3,6,7,4,
47045,Fine Particulate Matter,2021-05-29,3,3,5,6,7,3,2,1,1,2,2,2,3,3,3,3,4,5,7,8,8,6,9,10,
47045,Fine Particulate Matter,2021-05-30,11,11,9,8,7,6,5,5,7,6,5,5,5,5,5,4,5,5,5,9,10,8,6,6,
47045,Fine Particulate Matter,2021-05-31,7,7,8,8,10,14,8,7,4,4,8,9,7,6,5,8,6,6,6,6,7,7,10,9,
47045,Fine Particulate Matter,2021-06-01,8,9,12,12,13,13,12,9,7,7,5,5,6,6,7,6,6,6,7,8,10,14,23,10,
47045,Fine Particulate Matter,2021-06-02,9,10,11,11,12,13,12,10,10,7,6,6,4,4,4,5,6,8,9,13,12,11,13,11,
47045,Fine Particulate Matter,2021-06-03,8,10,14,15,15,14,16,16,10,7,8,7,6,6,6,6,6,6,9999,9999,9999,7,10,11,
47045,Fine Particulate Matter,2021-06-04,12,14,14,12,10,10,10,9,8,9,9,9,8,8,8,10,9,7,5,7,11,17,30,31,
47045,Fine Particulate Matter,2021-06-05,14,11,10,7,6,6,5,5,6,7,6,7,-999,-999,-999,-999,-999,7,8,8,11,14,13,16,
47045,Fine Particulate Matter,2021-06-06,15,15,15,14,14,15,14,13,13,13,11,11,11,10,9,9,9,8,8,9,9,12,11,11,
47045,Fine Particulate Matter,2021-06-07,9,9,9,9,9,10,9,10,10,11,12,11,10,10,9,9999,9999,11,8,6,6,6,6,5,
47045,Fine Particulate Matter,2021-06-08,5,5,5,5,6,6,6,6,7,8,8,8,8,7,6,7,7,8,7,7,9,9,8,8,
47045,Fine Particulate Matter,2021-06-09,10,9,10,11,12,10,9,8,9,9,10,8,7,7,6,5,5,5,6,5,6,6,8,4,
47045,Fine Particulate Matter,2021-06-10,2,3,2,2,2,2,2,3,4,4,4,4,5,4,4,4,4,4,4,12,9,7,7,4,
47045,Fine Particulate Matter,2021-06-11,3,5,4,4,4,3,4,3,4,5,5,4,4,6,10,12,6,7,9,9,12,8,16,5,
47045,Fine Particulate Matter,2021-06-12,6,9,7,8,6,6,4,4,5,4,4,4,4,5,6,6,6,5,4,10,9999,9999,9999,9999,
47045,Fine Particulate Matter,2021-06-13,9999,11,13,10,8,7,6,7,8,8,9,8,8,7,6,6,8,6,7,7,6,7,8,7,
47045,Fine Particulate Matter,2021-06-14,7,6,5,5,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,4,4,4,4,4,
47045,Fine Particulate Matter,2021-06-15,4,4,5,6,6,5,5,4,3,4,4,3,3,3,2,2,2,2,2,4,13,3,2,2,
47045,Fine Particulate Matter,2021-06-16,2,2,2,4,2,2,2,1,3,2,2,2,2,2,2,1,2,2,3,5,9,4,4,5,
47045,Fine Particulate Matter,2021-06-17,7,8,7,6,6,8,7,6,5,5,6,6,6,6,7,6,6,7,8,6,16,15,23,18,
47045,Fine Particulate Matter,2021-06-18,14,7,9,10,11,6,16,8,11,9,10,12,8,7,7,6,7,9,9,12,11,10,9,8,
47045,Fine Particulate Matter,2021-06-19,9,9,8,8,7,8,6,5,5,4,3,3,3,3,4,5,3,3,2,3,6,5,3,3,
47045,Fine Particulate Matter,2021-06-20,4,6,9,10,9,6,3,3,4,5,5,4,3,4,4,4,5,7,5,7,11,10,6,5,
47045,Fine Particulate Matter,2021-06-21,6,8,11,12,11,9,8,9,5,5,6,6,7,6,5,2,2,2,2,2,9999,9999,1,1,
47045,Fine Particulate Matter,2021-06-22,1,0,0,1,1,1,1,1,1,1,1,1,0,1,3,1,1,1,1,1,3,9999,9999,3,
47045,Fine Particulate Matter,2021-06-23,2,3,2,2,3,2,2,3,4,3,2,2,2,3,4,5,8,9,7,9,7,7,7,5,
47045,Fine Particulate Matter,2021-06-24,5,5,5,5,5,6,6,7,7,9,11,13,16,13,13,12,8,7,5,7,8,9,8,8,
47045,Fine Particulate Matter,2021-06-25,8,7,7,7,8,8,8,10,9,11,11,11,13,14,12,11,10,11,10,12,14,17,16,10,
47045,Fine Particulate Matter,2021-06-26,7,7,7,6,6,5,3,2,2,3,5,6,5,11,12,11,11,12,12,11,11,11,10,9,
47045,Fine Particulate Matter,2021-06-27,9,8,8,7,7,7,7,7,8,8,8,8,8,9,8,7,7,8,8,7,6,6,5,6,
47045,Fine Particulate Matter,2021-06-28,5,5,4,5,5,6,6,6,5,4,4,4,3,3,3,3,3,4,4,6,6,7,7,7,
47045,Fine Particulate Matter,2021-06-29,6,5,5,5,5,5,4,4,5,5,6,6,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
47045,Fine Particulate Matter,2021-06-29,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,5,5,5,5,5,4,4,3,3,3,3,3,4,4,
47045,Fine Particulate Matter,2021-07-01,5,5,5,5,5,5,5,5,4,5,5,5,4,5,4,4,4,4,3,3,9999,18,3,2,
47045,Fine Particulate Matter,2021-07-02,3,3,2,2,2,2,2,2,3,3,3,4,4,3,3,4,3,2,2,3,3,3,3,2,
47045,Fine Particulate Matter,2021-07-03,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,2,3,3,5,5,4,6,6,
47045,Fine Particulate Matter,2021-07-04,8,9,10,9,8,8,7,5,5,5,6,6,5,6,7,8,9,8,8,6,5,5,4,4,
47045,Fine Particulate Matter,2021-07-05,4,4,5,2,3,5,8,12,15,14,15,16,17,16,19,16,16,14,11,8,7,8,10,11,
47045,Fine Particulate Matter,2021-07-06,11,11,10,10,9,8,9,16,39,38,30,25,23,22,22,19,20,18,18,19,19,19,19,18,
47045,Fine Particulate Matter,2021-07-07,18,15,13,7,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,
47045,Fine Particulate Matter,2021-07-08,1,1,1,1,1,1,1,1,2,3,4,2,1,1,1,3,2,2,3,4,6,7,5,9,
47045,Fine Particulate Matter,2021-07-09,14,8,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,5,16,21,4,7,10,
47045,Fine Particulate Matter,2021-07-10,4,3,3,3,4,3,2,2,4,4,5,5,5,4,3,3,3,4,5,5,5,7,9,8,
47045,Fine Particulate Matter,2021-07-11,9,13,10,10,10,9,8,6,4,4,5,4,5,5,7,5,5,4,5,5,5,7,10,8,
47045,Fine Particulate Matter,2021-07-12,9,9,9,9,8,8,6,5,5,6,6,5,5,5,5,5,4,5,5,5,5,12,5,3,
47045,Fine Particulate Matter,2021-07-13,4,5,4,4,5,10,11,11,9,9,8,8,10,10,7,5,5,5,5,4,4,3,10,4,
47045,Fine Particulate Matter,2021-07-14,3,4,3,3,3,3,3,3,3,3,3,4,5,5,5,7,5,4,4,3,3,5,6,7,
47045,Fine Particulate Matter,2021-07-15,8,8,8,8,8,7,7,8,8,8,9,10,11,11,11,11,9,8,4,2,2,2,1,1,
47045,Fine Particulate Matter,2021-07-16,2,1,2,2,4,5,4,7,14,13,10,9,5,5,5,4,5,6,6,4,6,16,8,9,
